po_week,tcin,expected_po_units,lead_days,plan_business_d,n_dc,stream,primary_signal,fallback_rung,flags,lag1_rep,mean4_rep,mean8_rep,weeks_ordered_8,grade,low,high,band_source,band_pct,confidence,sku,description,item_group,ship_offset_days,casepack,item_state,mapping_confidence,ship_week,expected_cases,po_week_label,fiscal_week
2026-09-27,93197979,3000.0,25,2026-09-02,29,forecast,target_po_plan,plan,,3096.0,2217.0,2322.0,8,C,265.0,8533.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-AP-FRA,Biom Plant Based Refillable All Purpose Wipes - Fragrance Free - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-09-27,250.0,2026-09-27,FY2026 W35
2026-09-27,94643458,12.0,25,2026-09-02,7,forecast,target_po_plan,plan,,24.0,27.0,24.0,8,C,0.0,36.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-DGR,"Biom Refillable Wipes Dispenser - Hunter Green: BPA-Free, Silicone Material",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-09-27,2.0,2026-09-27,FY2026 W35
2026-09-27,94643459,36.0,25,2026-09-02,10,forecast,target_po_plan,plan,,36.0,60.0,58.5,8,C,2.0,104.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-BLK,"Biom Refillable Wipes Dispenser - Black: BPA-Free, Silicone, Cleaning Tools and Accessories",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-09-27,6.0,2026-09-27,FY2026 W35
2026-09-27,94643460,24.0,25,2026-09-02,10,forecast,target_po_plan,plan,,36.0,55.5,53.25,8,C,1.0,70.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-LGR,"Biom Refillable Wipes Dispenser - Seafoam: BPA-Free, Silicone, 8 Inch Height",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-09-27,4.0,2026-09-27,FY2026 W35
2026-09-27,94723685,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-60WIP-AP-FIR,"Biom Fraser Fir All-Purpose Cleaning Wipes Refill - 60ct: Removes Dirt, Grease, Multi-Surface Use",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,94723686,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-60WIP-AP-PEP,Biom Peppermint All-Purpose Cleaning Wipes Refill - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,94723687,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-6DIS-WHI,"Biom Mini Refillable Wipe Dispenser - Bone: BPA-Free, Silicone, 6 Height",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,94723688,0.0,25,2026-09-02,10,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-DIS-TER,Biom Refillable Plant-Based Wipes Dispenser - Terracotta,D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,94723689,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-40WIP-6IN-AP-VAN,"Biom Tres Vanille All-Purpose Cleaning Mini Wipes - 40ct: Refill Pouch, Removes Dirt",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,94799734,260.0,26,2026-09-02,29,forecast,target_po_plan,plan,,80.0,242.0,386.5,8,C,22.0,741.0,empirical_lowo,0.5,C · directional · ±50%,K-DIS-2BAB-WHI,"Biom 99% Water Hypoallergenic Baby Starter Kit - White - Fragrance Free - 120 wipes: Face, Hands, Nose, Whole Body, Diaper Area",D7,7,4.0,READY_FOR_LAUNCH,exact,2026-10-04,65.0,2026-09-27,FY2026 W35
2026-09-27,94799736,0.0,25,2026-09-02,29,forecast,none,plan_zero_history_positive,PLAN_ZERO_HISTORY_POSITIVE,0.0,0.0,200.0,4,C,0.0,0.0,,0.5,C · directional · ±50%,K-DIS-2BAB-LGR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Seafoam Green - Fragrance Free - 120ct: Refillable, Alcohol-Free, Aloe & Vitamin E",D7,7,4.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-09-27,FY2026 W35
2026-09-27,94799737,816.0,26,2026-09-02,29,forecast,target_po_plan,plan,,396.0,1173.0,1992.0,8,C,71.0,2322.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-BAB-FRA,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 60ct: Alcohol-Free, Contains Aloe, Refill Pouch",D7,7,12.0,READY_FOR_LAUNCH,exact,2026-10-04,68.0,2026-09-27,FY2026 W35
2026-09-27,94799738,0.0,25,2026-09-02,29,forecast,none,plan_zero_history_positive,PLAN_ZERO_HISTORY_POSITIVE,0.0,0.0,31.0,4,C,0.0,0.0,,0.5,C · directional · ±50%,K-DIS-2BAB-PUR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Lilac - Fragrance Free - 120ct: Refillable Container, Contains Aloe, Contains Vitamin E",D7,7,6.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-09-27,FY2026 W35
2026-09-27,94799739,282.0,26,2026-09-02,29,forecast,target_po_plan,plan,,153.0,650.25,998.625,8,C,24.0,804.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-BAB-FRA-4PK,"Biom 99% Water Hypoallergenic Baby Wipes -Fragrance Free - 240ct: Face, Hands, Nose, Whole Body, Diaper Area",D7,7,3.0,READY_FOR_LAUNCH,exact,2026-10-04,94.0,2026-09-27,FY2026 W35
2026-09-27,94799740,199.0,26,2026-09-02,29,forecast,target_po_plan,plan,,175.0,724.0,582.75,8,C,17.0,568.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-BAB-FRA-12PK,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 720ct: Face & Body Application, Refill Pouch, With Aloe & Vitamin E",D7,7,1.0,READY_FOR_LAUNCH,exact,2026-10-04,199.0,2026-09-27,FY2026 W35
2026-09-27,94928289,528.0,25,2026-09-02,29,forecast,target_po_plan,plan,NO_PO_8WK,0.0,0.0,0.0,0,C,46.0,1503.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-DSN-ALP,Biom Plastic Free Plant Based Disinfecting Wipes - Alpine Mint - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-09-27,44.0,2026-09-27,FY2026 W35
2026-09-27,94928290,2568.0,25,2026-09-02,29,planned_forward,target_po_plan,plan,PLANNED_FORWARD,740.0,429.0,501.0,8,C,227.0,7304.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-SS-BRU,Biom Refillable Plant-Based Wipes Dispenser - Brushed Stainless,D3-C2,5,4.0,READY_FOR_LAUNCH,exact,2026-09-27,642.0,2026-09-27,FY2026 W35
2026-09-27,94928291,2016.0,25,2026-09-02,29,forecast,target_po_plan,plan,,912.0,518.0,669.0,8,C,178.0,5735.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-DSN-COM-3PK,"Biom Plastic Free Plant Based Disinfecting Wipes - Variety - 3pk/180ct: Ammonia-Free, Paraben-Free, Mint Scent",D3-C2,5,4.0,READY_FOR_LAUNCH,exact,2026-09-27,504.0,2026-09-27,FY2026 W35
2026-09-27,94928292,8904.0,25,2026-09-02,29,forecast,target_po_plan,plan,,528.0,366.0,877.5,8,C,789.0,25322.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-DSN-CIT,"Biom Plastic Free Plant Based Disinfecting Wipes - Fresh Citrus - 60ct: Ammonia-Free, Aluminum-Free, Paraben-Free",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-09-27,742.0,2026-09-27,FY2026 W35
2026-09-27,94928293,1940.0,25,2026-09-02,29,forecast,target_po_plan,plan,,1096.0,690.0,1583.5,8,C,171.0,5519.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-AP-COM,Biom Plant Based Refillable All Purpose Wipes Variety - 3pk/180ct,D3-C2,5,4.0,READY_FOR_LAUNCH,exact,2026-09-27,485.0,2026-09-27,FY2026 W35
2026-09-27,94979715,576.0,26,2026-09-02,29,forecast,target_po_plan,plan,,384.0,876.0,1344.0,8,C,50.0,1640.0,empirical_lowo,0.5,C · directional · ±50%,P-30WIP-BOD-NAT-TRV,Biom Travel Pack Biodegradable Body Wipes - Naturally Fresh - 30ct,D253-C4,5,24.0,READY_FOR_LAUNCH,exact,2026-09-27,24.0,2026-09-27,FY2026 W35
2026-09-27,94979716,96.0,26,2026-09-02,29,forecast,target_po_plan,plan,,0.0,0.0,369.0,2,C,8.0,275.0,empirical_lowo,0.5,C · directional · ±50%,P-20WIP-SAN-STL-TRV,Biom Travel Pack Biodegradable Hand Sanitizing Wipes - Santal Escape - 20ct,D253-C4,5,24.0,READY_FOR_LAUNCH,exact,2026-09-27,4.0,2026-09-27,FY2026 W35
2026-09-27,94979717,1050.0,26,2026-09-02,29,forecast,target_po_plan,plan,,942.0,883.5,865.5,8,C,92.0,2988.0,empirical_lowo,0.5,C · directional · ±50%,K-6DIS-WHI-1SAN-STL,Biom Mini Dispenser with Biodegradable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,5,6.0,READY_FOR_LAUNCH,exact,2026-09-27,175.0,2026-09-27,FY2026 W35
2026-09-27,94979718,1608.0,26,2026-09-02,29,forecast,target_po_plan,plan,,1800.0,1512.0,1728.0,8,C,142.0,4574.0,empirical_lowo,0.5,C · directional · ±50%,P-40WIP-6IN-SAN-STL,Biom Mini Biodegradable Refillable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,5,24.0,READY_FOR_LAUNCH,exact,2026-09-27,67.0,2026-09-27,FY2026 W35
2026-09-27,95285660,0.0,25,2026-09-02,29,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-60WIP-FLU-FRA-2PK,Biom Flushable Personal Wipes Fragrance Free - 120ct,D253-C6,5,12.0,READY_FOR_ORDER,inferred,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,95285661,0.0,25,2026-09-02,10,forecast,none,plan_zero_history_positive,PLAN_ZERO_HISTORY_POSITIVE,112.0,28.0,14.0,1,C,0.0,0.0,,0.5,C · directional · ±50%,K-60WIP-FLU-FRA-3Pk,Biom Flushable Personal Wipes Unscented - 180ct,D253-C6,5,4.0,READY_FOR_ORDER,exact,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,95285662,0.0,25,2026-09-02,29,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,K-DIS-2FLU-WHI,Biom White Flushable One Handed Kit Personal Wipes Unscented - 120ct,D253-C6,5,4.0,READY_FOR_ORDER,inferred,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,1010810949,1896.0,26,2026-09-02,29,forecast,target_po_plan,plan,,1728.0,4572.0,2286.0,4,C,167.0,5393.0,empirical_lowo,0.5,C · directional · ±50%,P-40WIP-LIT-FRA,Biom Baby Mini Little Messes Hand Wipes Refills Fragrance Free - 40ct,D7,7,24.0,READY_FOR_LAUNCH,exact,2026-10-04,79.0,2026-09-27,FY2026 W35
2026-09-27,1010810951,480.0,26,2026-09-02,29,forecast,target_po_plan,plan,,330.0,930.0,465.0,3,C,42.0,1367.0,empirical_lowo,0.5,C · directional · ±50%,K-6DIS-PER-1LIT,Biom Refillable Mini Dispenser Little Mess Hand Wipes Periwinkle - 40ct,D7,7,6.0,READY_FOR_LAUNCH,exact,2026-10-04,80.0,2026-09-27,FY2026 W35
2026-09-27,1011278742,0.0,25,2026-09-02,29,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-20WIP-SAN-BER-TRV,Biom Sanitizing Go-Pack Holiday Bergamot Bloom - Hand Wipes - 20ct,D253-C4,5,24.0,READY_FOR_ORDER,exact,2026-09-27,0.0,2026-09-27,FY2026 W35
2026-09-27,1011824789,26268.0,25,2026-09-02,29,planned_forward,target_po_plan,plan,NEW_TCIN_NO_HISTORY|LAUNCH_FILL,0.0,0.0,0.0,0,C,2329.0,74700.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-DSN-PIN,Biom Pine Forest Disinfecting Wipes Refill All-Purpose Cleaners - 60ct,D3-C2,5,12.0,READY_FOR_ORDER,unmapped,2026-09-27,2189.0,2026-09-27,FY2026 W35
2026-09-27,1012188490,2592.0,26,2026-09-02,29,planned_forward,target_po_plan,plan,NEW_TCIN_NO_HISTORY|LAUNCH_FILL,0.0,0.0,0.0,0,C,229.0,7373.0,empirical_lowo,0.5,C · directional · ±50%,P-30WIP-LIT-FRA,Biom Little Mess Baby Wipes Go-Pack Unscented - 30ct,D7,7,24.0,READY_FOR_ORDER,exact,2026-10-04,108.0,2026-09-27,FY2026 W35
2026-09-27,1012188491,3648.0,26,2026-09-02,29,planned_forward,target_po_plan,plan,NEW_TCIN_NO_HISTORY|LAUNCH_FILL,0.0,0.0,0.0,0,C,323.0,10376.0,empirical_lowo,0.5,C · directional · ±50%,P-30WIP-BAB-FRA,Biom Baby Wipes Go-Pack Unscented - 30ct,D7,7,24.0,READY_FOR_ORDER,exact,2026-10-04,152.0,2026-09-27,FY2026 W35
2026-09-27,1012914812,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-20WIP-AP-STL-TRV,Biom Santal Escape Cleaning Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,5,,READY_FOR_ORDER,unmapped,2026-09-27,,2026-09-27,FY2026 W35
2026-09-27,1012914813,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-20WIP-DSN-CIT-TRV,Biom Fresh Citrus Disinfecting Wipe Go-Pack All-Purpose Cleaners - 20ct,D3-C2,5,,READY_FOR_ORDER,unmapped,2026-09-27,,2026-09-27,FY2026 W35
2026-10-04,89854821,3306.0,32,2026-09-02,29,forecast,target_po_plan,plan,,2154.0,1749.0,1789.5,8,C,292.0,9403.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-EUC,Biom Refillable Plant-Based Wipes Dispenser - Eucalyptus,D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,551.0,2026-10-04,FY2026 W36
2026-10-04,89854822,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-60WIP-AP-LAV,"Biom Lavender Ease All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Removes Grease",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-10-04,FY2026 W36
2026-10-04,89854823,2886.0,32,2026-09-02,29,forecast,target_po_plan,plan,,2340.0,1321.5,1105.5,8,C,255.0,8209.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-WHI,"Biom Refillable Plant-Based Wipes Dispenser - White: BPA-Free, Multi-Surface Use, Silicone Components",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,481.0,2026-10-04,FY2026 W36
2026-10-04,89854824,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-60WIP-AP-GRA,"Biom Grapefruit Zest All Purpose Cleaning Wipes Refill - 60ct: Safe for Sensitive Skin, Contains Naturally Derived Ingredients, Multi-Surface Cleaner",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-10-04,FY2026 W36
2026-10-04,89854825,1302.0,32,2026-09-02,29,forecast,target_po_plan,plan,,1320.0,1722.0,1765.5,8,C,115.0,3704.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-TAN,Biom Refillable Plant-Based Wipes Dispenser - Sand,D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,217.0,2026-10-04,FY2026 W36
2026-10-04,89854826,3612.0,32,2026-09-02,29,forecast,target_po_plan,plan,,1020.0,1401.0,2289.0,8,C,320.0,10273.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-AP-STL,Biom Plant Based Refillable All Purpose Wipes - Santal Escape - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,301.0,2026-10-04,FY2026 W36
2026-10-04,93197977,1140.0,32,2026-09-02,29,forecast,target_po_plan,plan,,456.0,498.0,877.5,8,C,100.0,3244.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-AP-NER,Biom Plant Based Refillable All Purpose Wipes - Neroli Dream - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,95.0,2026-10-04,FY2026 W36
2026-10-04,93197978,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,,Biom Refillable Wipe Dispenser,D3-C2,5,,,unmapped,2026-10-04,,2026-10-04,FY2026 W36
2026-10-04,93197979,2820.0,32,2026-09-02,29,forecast,target_po_plan,plan,,3096.0,2217.0,2322.0,8,C,249.0,8021.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-AP-FRA,Biom Plant Based Refillable All Purpose Wipes - Fragrance Free - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,235.0,2026-10-04,FY2026 W36
2026-10-04,94643458,12.0,32,2026-09-02,7,forecast,target_po_plan,plan,,24.0,27.0,24.0,8,C,0.0,36.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-DGR,"Biom Refillable Wipes Dispenser - Hunter Green: BPA-Free, Silicone Material",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,2.0,2026-10-04,FY2026 W36
2026-10-04,94643459,18.0,32,2026-09-02,10,forecast,target_po_plan,plan,,36.0,60.0,58.5,8,C,1.0,53.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-BLK,"Biom Refillable Wipes Dispenser - Black: BPA-Free, Silicone, Cleaning Tools and Accessories",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,3.0,2026-10-04,FY2026 W36
2026-10-04,94643460,30.0,32,2026-09-02,10,forecast,target_po_plan,plan,,36.0,55.5,53.25,8,C,2.0,87.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-LGR,"Biom Refillable Wipes Dispenser - Seafoam: BPA-Free, Silicone, 8 Inch Height",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,5.0,2026-10-04,FY2026 W36
2026-10-04,94723685,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-60WIP-AP-FIR,"Biom Fraser Fir All-Purpose Cleaning Wipes Refill - 60ct: Removes Dirt, Grease, Multi-Surface Use",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-10-04,FY2026 W36
2026-10-04,94723686,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-60WIP-AP-PEP,Biom Peppermint All-Purpose Cleaning Wipes Refill - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-10-04,FY2026 W36
2026-10-04,94723687,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-6DIS-WHI,"Biom Mini Refillable Wipe Dispenser - Bone: BPA-Free, Silicone, 6 Height",D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-10-04,FY2026 W36
2026-10-04,94723688,0.0,32,2026-09-02,10,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-DIS-TER,Biom Refillable Plant-Based Wipes Dispenser - Terracotta,D3-C2,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-10-04,FY2026 W36
2026-10-04,94723689,0.0,,,,forecast,none,no_signal,NO_SIGNAL,0.0,0.0,0.0,0,C,0.0,0.0,,0.5,C · directional · ±50%,P-40WIP-6IN-AP-VAN,"Biom Tres Vanille All-Purpose Cleaning Mini Wipes - 40ct: Refill Pouch, Removes Dirt",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,0.0,2026-10-04,FY2026 W36
2026-10-04,94799734,280.0,33,2026-09-02,29,forecast,target_po_plan,plan,,80.0,242.0,386.5,8,C,24.0,798.0,empirical_lowo,0.5,C · directional · ±50%,K-DIS-2BAB-WHI,"Biom 99% Water Hypoallergenic Baby Starter Kit - White - Fragrance Free - 120 wipes: Face, Hands, Nose, Whole Body, Diaper Area",D7,7,4.0,READY_FOR_LAUNCH,exact,2026-10-11,70.0,2026-10-04,FY2026 W36
2026-10-04,94799736,0.0,32,2026-09-02,29,forecast,none,plan_zero_history_positive,PLAN_ZERO_HISTORY_POSITIVE,0.0,0.0,200.0,4,C,0.0,0.0,,0.5,C · directional · ±50%,K-DIS-2BAB-LGR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Seafoam Green - Fragrance Free - 120ct: Refillable, Alcohol-Free, Aloe & Vitamin E",D7,7,4.0,READY_FOR_LAUNCH,exact,2026-10-11,0.0,2026-10-04,FY2026 W36
2026-10-04,94799737,888.0,33,2026-09-02,29,forecast,target_po_plan,plan,,396.0,1173.0,1992.0,8,C,78.0,2527.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-BAB-FRA,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 60ct: Alcohol-Free, Contains Aloe, Refill Pouch",D7,7,12.0,READY_FOR_LAUNCH,exact,2026-10-11,74.0,2026-10-04,FY2026 W36
2026-10-04,94799738,0.0,32,2026-09-02,29,forecast,none,plan_zero_history_positive,PLAN_ZERO_HISTORY_POSITIVE,0.0,0.0,31.0,4,C,0.0,0.0,,0.5,C · directional · ±50%,K-DIS-2BAB-PUR,"Biom 99% Water Hypoallergenic Baby Starter Kit - Lilac - Fragrance Free - 120ct: Refillable Container, Contains Aloe, Contains Vitamin E",D7,7,6.0,READY_FOR_LAUNCH,exact,2026-10-11,0.0,2026-10-04,FY2026 W36
2026-10-04,94799739,297.0,33,2026-09-02,29,forecast,target_po_plan,plan,,153.0,650.25,998.625,8,C,25.0,846.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-BAB-FRA-4PK,"Biom 99% Water Hypoallergenic Baby Wipes -Fragrance Free - 240ct: Face, Hands, Nose, Whole Body, Diaper Area",D7,7,3.0,READY_FOR_LAUNCH,exact,2026-10-11,99.0,2026-10-04,FY2026 W36
2026-10-04,94799740,189.0,33,2026-09-02,29,forecast,target_po_plan,plan,,175.0,724.0,582.75,8,C,16.0,539.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-BAB-FRA-12PK,"Biom 99% Water Hypoallergenic Baby Wipes - Fragrance Free - 720ct: Face & Body Application, Refill Pouch, With Aloe & Vitamin E",D7,7,1.0,READY_FOR_LAUNCH,exact,2026-10-11,189.0,2026-10-04,FY2026 W36
2026-10-04,94928289,1356.0,32,2026-09-02,29,forecast,target_po_plan,plan,NO_PO_8WK,0.0,0.0,0.0,0,C,119.0,3858.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-DSN-ALP,Biom Plastic Free Plant Based Disinfecting Wipes - Alpine Mint - 60ct,D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,113.0,2026-10-04,FY2026 W36
2026-10-04,94928290,3072.0,32,2026-09-02,29,planned_forward,target_po_plan,plan,PLANNED_FORWARD,740.0,429.0,501.0,8,C,272.0,8738.0,empirical_lowo,0.5,C · directional · ±50%,P-DIS-SS-BRU,Biom Refillable Plant-Based Wipes Dispenser - Brushed Stainless,D3-C2,5,4.0,READY_FOR_LAUNCH,exact,2026-10-04,768.0,2026-10-04,FY2026 W36
2026-10-04,94928291,1900.0,32,2026-09-02,29,forecast,target_po_plan,plan,,912.0,518.0,669.0,8,C,168.0,5405.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-DSN-COM-3PK,"Biom Plastic Free Plant Based Disinfecting Wipes - Variety - 3pk/180ct: Ammonia-Free, Paraben-Free, Mint Scent",D3-C2,5,4.0,READY_FOR_LAUNCH,exact,2026-10-04,475.0,2026-10-04,FY2026 W36
2026-10-04,94928292,9840.0,32,2026-09-02,29,forecast,target_po_plan,plan,,528.0,366.0,877.5,8,C,872.0,27984.0,empirical_lowo,0.5,C · directional · ±50%,P-60WIP-DSN-CIT,"Biom Plastic Free Plant Based Disinfecting Wipes - Fresh Citrus - 60ct: Ammonia-Free, Aluminum-Free, Paraben-Free",D3-C2,5,12.0,READY_FOR_LAUNCH,exact,2026-10-04,820.0,2026-10-04,FY2026 W36
2026-10-04,94928293,1924.0,32,2026-09-02,29,forecast,target_po_plan,plan,,1096.0,690.0,1583.5,8,C,170.0,5473.0,empirical_lowo,0.5,C · directional · ±50%,K-60WIP-AP-COM,Biom Plant Based Refillable All Purpose Wipes Variety - 3pk/180ct,D3-C2,5,4.0,READY_FOR_LAUNCH,exact,2026-10-04,481.0,2026-10-04,FY2026 W36
2026-10-04,94979715,456.0,33,2026-09-02,29,forecast,target_po_plan,plan,,384.0,876.0,1344.0,8,C,40.0,1299.0,empirical_lowo,0.5,C · directional · ±50%,P-30WIP-BOD-NAT-TRV,Biom Travel Pack Biodegradable Body Wipes - Naturally Fresh - 30ct,D253-C4,5,24.0,READY_FOR_LAUNCH,exact,2026-10-04,19.0,2026-10-04,FY2026 W36
2026-10-04,94979716,96.0,33,2026-09-02,29,forecast,target_po_plan,plan,,0.0,0.0,369.0,2,C,8.0,275.0,empirical_lowo,0.5,C · directional · ±50%,P-20WIP-SAN-STL-TRV,Biom Travel Pack Biodegradable Hand Sanitizing Wipes - Santal Escape - 20ct,D253-C4,5,24.0,READY_FOR_LAUNCH,exact,2026-10-04,4.0,2026-10-04,FY2026 W36
2026-10-04,94979717,960.0,33,2026-09-02,29,forecast,target_po_plan,plan,,942.0,883.5,865.5,8,C,84.0,2732.0,empirical_lowo,0.5,C · directional · ±50%,K-6DIS-WHI-1SAN-STL,Biom Mini Dispenser with Biodegradable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,5,6.0,READY_FOR_LAUNCH,exact,2026-10-04,160.0,2026-10-04,FY2026 W36
2026-10-04,94979718,1344.0,33,2026-09-02,29,forecast,target_po_plan,plan,,1800.0,1512.0,1728.0,8,C,118.0,3824.0,empirical_lowo,0.5,C · directional · ±50%,P-40WIP-6IN-SAN-STL,Biom Mini Biodegradable Refillable Hand Sanitizing Wipes - Santal Escape - 40ct,D253-C4,5,24.0,READY_FOR_LAUNCH,exact,2026-10-04,56.0,2026-10-04,FY2026 W36
